ID,title,types,premium,lon,lat,metro_cat
52c023cd40c0886b7c8be90a,Дом быта Фабрика №4 на метро Текстильщики,beauty,False,37.753473,55.731077,"Андроновка,Нижегородская"
58e1895440c0886f708babfb,Массажный кабинет на метро Авиамоторная,beauty,False,37.728388,55.749558,"Андроновка,Авиамоторная"
58e1892740c0886f708bab1b,Студия красоты AliceShine,beauty,False,37.728962,55.750529,"Андроновка,Авиамоторная"
57a9cb5040c088e74d8b8634,Дом быта на метро Нижегородская,beauty,False,37.761916,55.729083,"Андроновка,Нижегородская,Рязанский проспект"
594bab07123973138c3db6b5,Салон красоты ЛеЛу на улице Паустовского,beauty,True,37.539742,55.600654,"Ясенево,Новоясеневская"
57a039fb7234e052368b4567,SPA-центр Мореон в Ясенево,beauty,True,37.527184,55.597246,Ясенево
56c1569b7f49a757218b456b,Парикмахерская в Ясенево,beauty,False,37.5276723,55.6007784,Ясенево
5955cfcbf4193a6074659365,Студия ногтевого сервиса She Beauty Factory,beauty,False,37.5384081,55.5992909,"Ясенево,Новоясеневская"
5360128a40c08841498b4967,Студия детской красоты Причёскин в Ясенево,beauty,False,37.527546,55.59724,Ясенево
51f07db3a0f3023319000021,Студия маникюра Лены Лениной  на метро Ясенево,beauty,False,37.536595,55.606838,Ясенево
4f145fcef89c60510c0008e9,Салон красоты Alessandro в Ясенево,beauty,False,37.535983,55.606623,Ясенево
4f8255813c72ddcc0c000006,"Центр красоты и СПА на улице Айвазовского, метро Ясенево",beauty,False,37.54138,55.619382,Ясенево
5360128340c08841498b485b,Салон красоты Мореон в Ясенево,beauty,False,37.527458,55.597194,Ясенево
5203532fa0f302715f000025,Салон-парикмахерская Ясенево,beauty,False,37.539122,55.606843,Ясенево
4f145fe0f89c60510c000b4d,Парикмахерская Город красоты в Ясенево,beauty,False,37.527082,55.606764,Ясенево
51664acda0f302141100001a,Парикмахерская Ирида на Вильнюсской улице,beauty,False,37.522942,55.603561,Ясенево
54d802d7b4787abc258b4582,Мастер по наращиванию ресниц,beauty,False,37.549768,55.609482,"Ясенево,Новоясеневская"
56739d94c0d26315258b4576,"Кабинет маникюра и педикюра на Литовском бульваре, 13/12",beauty,False,37.544818,55.61114,"Ясенево,Новоясеневская"
